epoch,train_total_loss,train_simplification_loss,train_reconstruction_loss,validation_total_loss,validation_simplification_loss,validation_reconstruction_loss,learning_rate
1,14.848006072998047,7.327001640319824,7.5210044403076175,14.23529872894287,6.962532043457031,7.272766799926758,0.0003
2,13.30891632461548,6.515067306518555,6.793849012374878,13.914160079956055,6.8229052925109865,7.091254806518554,0.0003
3,12.512044689178467,6.130746377944947,6.381298318862915,13.746317596435548,6.762261447906494,6.984056167602539,0.0003
4,11.892376369476318,5.829594026565552,6.062782337188721,13.778757133483886,6.7470451354980465,7.0317119789123534,0.0003
5,11.360243932724,5.57138355255127,5.788860359191895,13.714918823242188,6.764310550689697,6.950608234405518,0.0003
