epoch,train_total_loss,train_simplification_loss,train_reconstruction_loss,validation_total_loss,validation_simplification_loss,validation_reconstruction_loss,learning_rate
1,14.822145141601563,7.307123016357422,7.515022106170655,14.184976272583008,7.045453262329102,7.139523010253907,0.0003
2,13.256187484741211,6.500364347457886,6.755823135375977,13.959272689819336,6.904659481048584,7.054613151550293,0.0003
3,12.470056800842285,6.126237674713135,6.343819116592408,13.786608047485352,6.883674774169922,6.90293321609497,0.0003
4,11.812640857696532,5.820210863113403,5.992429983139038,13.69170166015625,6.8545544242858885,6.837147159576416,0.0003
5,11.182964405059815,5.5604173955917355,5.622547002792358,13.518115043640137,6.906746654510498,6.61136827468872,0.0003
